,recipe,amount,unit,ingredient,price,instruction
271,rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,3.0,236.6,cooked heirloom beans,39.96,"Preheat the oven to 375F. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÌ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat. Add the beans, tomatoes, garlic, thyme, 1/2 teaspoon of sea salt and stir well. Taste, and adjust the salt, if needed. Arrange the mozzarella on top of the mushroom-bean mixture and push them down into the liquid a bit. Bake, uncovered, for about 45 minutes, but start checking in after 30 minutes. When finished, the liquid should be bubbling and reduced a bit, and the cheese starting to melt and turn golden a bit. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÃ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat."
272,rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,0.0,236.6,canned whole peeled tomatoes,39.96,"Preheat the oven to 375F. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÌ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat. Add the beans, tomatoes, garlic, thyme, 1/2 teaspoon of sea salt and stir well. Taste, and adjust the salt, if needed. Arrange the mozzarella on top of the mushroom-bean mixture and push them down into the liquid a bit. Bake, uncovered, for about 45 minutes, but start checking in after 30 minutes. When finished, the liquid should be bubbling and reduced a bit, and the cheese starting to melt and turn golden a bit. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÃ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat."
273,rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,1.5,14.8,fresh thyme,39.96,"Preheat the oven to 375F. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÌ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat. Add the beans, tomatoes, garlic, thyme, 1/2 teaspoon of sea salt and stir well. Taste, and adjust the salt, if needed. Arrange the mozzarella on top of the mushroom-bean mixture and push them down into the liquid a bit. Bake, uncovered, for about 45 minutes, but start checking in after 30 minutes. When finished, the liquid should be bubbling and reduced a bit, and the cheese starting to melt and turn golden a bit. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÃ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat."
274,rancho-gordo-heirloom-bean-and-mushroom-carnitas-casserole,8.0,-1.0,fresh mozzarella balls (bocconcini),39.96,"Preheat the oven to 375F. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÌ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat. Add the beans, tomatoes, garlic, thyme, 1/2 teaspoon of sea salt and stir well. Taste, and adjust the salt, if needed. Arrange the mozzarella on top of the mushroom-bean mixture and push them down into the liquid a bit. Bake, uncovered, for about 45 minutes, but start checking in after 30 minutes. When finished, the liquid should be bubbling and reduced a bit, and the cheese starting to melt and turn golden a bit. Start by making the Mushroom Carnitas. In an oven-proof skillet, place all of the Mushroom Carnitas ingredients - mushrooms, garlic cloves, olive oil, salt, and oregano - and add just enough water to not quite cover the mushrooms. Bring the liquid to a hard boil over high heat. Reduce heat to a gentle simmer; cook until the liquid has mostly evaporated, about 15 minutes, stirring to avoid scorching. Watch carefully: Once evaporation starts, things happen quickly. The mushrooms will start to sautÃ©  in the residual oil. Keep stirring until the mushrooms are golden brown. Remove from heat."
275,spaghetti-no-cook-sauce,1.5,453.6,ripe tomatoes (~3 large),43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
276,spaghetti-no-cook-sauce,3.0,14.8,extra virgin olive oil,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
277,spaghetti-no-cook-sauce,2.0,-1.0,garlic cloves,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
278,spaghetti-no-cook-sauce,0.0,-1.0,scant teaspoon fine grain sea salt,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
279,spaghetti-no-cook-sauce,2.0,-1.0,lemons,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
280,spaghetti-no-cook-sauce,1.0,453.6,whole grain spaghetti,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
281,spaghetti-no-cook-sauce,1.0,453.6,string beans or broccoli florets,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
282,spaghetti-no-cook-sauce,0.6,236.6,torn Kalamata olives,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
283,spaghetti-no-cook-sauce,0.5,236.6,toasted pine nuts,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
284,spaghetti-no-cook-sauce,0.5,453.6,cherry tomatoes,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
285,spaghetti-no-cook-sauce,1.0,236.6,torn mozzarella,43.07,"Bring a large pot of water to a boil. In the meantime, slice the larger tomatoes (1 1/2 pounds) into bite-sized chunks and place in a large serving bowl. Drizzle with the olive oil, sprinkle with the garlic, salt, and zest of one of the lemons. Squeeze a tablespoon of lemon juice into the mixture, and use a hand blender to pulse a few times, into a chunky sauce. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.åÊ Top with basil or lemon verbena &amp; serve immediately. Salt the pasta water well, and cook the pasta per package instructions. Add the sting beans or broccoli to the pasta water in the last minute of cooking. Drain the pasta and vegetables and transfer to the bowl with the tomato sauce. Toss well. Add half the olives, half the pine nuts, and half of the cherry tomatoes. Add all of the mozzarella. Toss well, and top with the zest of the second lemon, and the remaining olives, pine nuts, and tomatoes.Â "
286,great-vegan-ramen-recipe,2.0,14.8,Spicy Turmeric Oil,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
287,great-vegan-ramen-recipe,12.0,28.4,dried ramen noodles,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
288,great-vegan-ramen-recipe,4.0,236.6,cashew milk or almond milk,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
289,great-vegan-ramen-recipe,3.0,14.8,Miso Tare (recipe below),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
290,great-vegan-ramen-recipe,2.0,-1.0,small cucumbers,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
291,great-vegan-ramen-recipe,0.0,-1.0,basket of halved cherry tomatoes (fresh or roasted),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
292,great-vegan-ramen-recipe,0.5,-1.0,of a bunch of broccoli florets (toss into noodle water at the last minute),167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
293,great-vegan-ramen-recipe,1.5,236.6,of fresh corn,167.24999999999994,"Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!åÊ Pour one cup of broth over each plate of noodles. Top with any extra toppings, nuts, or vegetables you might be using. Combine the miso, chile flakes, scallions, ginger, garlic, mirin, and spice paste in a small saucepan over gentle heat. You just want to warm this for a few minutes, to get the ginger, garlic, and scallions to sweat a bit. Combine the ginger, turmeric, seeds, red pepper flakes, and paprika with the sesame and sunflower oil in a small saucepan over very gentle heat. Bring barely to a simmer. Stir constantly for a minute, remove from heat and add the sake, brown sugar, and miso. Return to heat, and allow the flavors to combine, stirring constantly for another thirty seconds or so. Toss whatever raw vegetables you're using with the Spicy Turmeric Oil, and divide them between bowls. Cook the noodles according to package, and divide into four bowls. Gently heat the cashew milk (if serving hot), just until very hot (not simmering). Stir some of the milk into the 3 tablespoons of Miso Tare to thin it out, and then add it back to the cashew milk. Taste, and add more Miso Tare if needed. The broth should taste great at this point!Â "
